Class,parClass,SaleDate,saleCount,Coupon,holidayCluster,disHoliday,disHoliday_detail,month,dayOfWeek,dayOfYear,weekOfYear,cumType,parCumType,hotIndex,parHotIndex,wkDaySaleCount_median,wkDaySaleCount_mean,wkDaySaleCount_max,wkDaySaleCount_min,holDaySaleCount_median,holDaySaleCount_mean,holDaySaleCount_max,holDaySaleCount_min,wkHolRatio,classWeekdayRatio,parClassWeekdayRatio
3112,31,2015/3/22,0,0,2,0,0,3,6,81,12,4.87,147.05,0.22891,0.32881,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.117647059,0.134436401
3112,31,2015/3/23,0,0,1,0,0,3,0,82,13,4.87,147.05,0.02313,0.10803,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.117647059,0.163391934
3112,31,2015/3/24,0,0,1,0,0,3,1,83,13,4.87,147.05,0.00236,0.07125,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.176470588,0.142709411
3112,31,2015/3/25,1,1,1,0,0,3,2,84,13,4.87,147.05,0.07355,0.32881,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.117647059,0.23991727
3112,31,2015/3/26,0,0,1,0,0,3,3,85,13,4.87,147.05,0.00215,0.04399,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.176470588,0.097207859
3112,31,2015/3/27,0,0,1,0,0,3,4,86,13,4.87,147.05,0.03659,0.20741,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.058823529,0.101344364
3112,31,2015/3/28,0,0,2,0,0,3,5,87,13,4.87,147.05,0.0173,0.20741,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.176470588,0.119958635
3112,31,2015/3/29,1,1,2,0,0,3,6,88,13,4.87,147.05,0.0173,0.20741,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.117647059,0.134436401
3112,31,2015/3/30,0,0,1,0,0,3,0,89,14,4.87,147.05,0.02104,0.028,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.117647059,0.163391934
3112,31,2015/3/31,0,0,1,0,0,3,1,90,14,4.87,147.05,0.00862,0.10803,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.176470588,0.142709411
3112,31,2015/4/1,1,0,1,0.6,13,4,2,91,14,4.87,147.05,0.00202,0.10803,0,0.183333333,3,0,0,0.161290323,1,0,1.833333333,0.117647059,0.23991727
3113,31,2015/1/1,0,0,3,1,1,1,3,1,1,0.61,147.05,0.00583,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/1/2,0,0,3,1,2,1,4,2,1,0.61,147.05,0.01601,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/1/3,0,0,3,1,3,1,5,3,1,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/1/4,0,0,1,0.5,8,1,6,4,1,0.61,147.05,0.02104,0.028,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/1/5,0,0,1,0.3,9,1,0,5,2,0.61,147.05,0.00377,0.04399,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/1/6,0,0,1,0.3,10,1,1,6,2,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/1/7,1,1,1,0,0,1,2,7,2,0.61,147.05,0.00383,0.07125,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/1/8,0,0,1,0,0,1,3,8,2,0.61,147.05,0.02331,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/1/9,0,0,1,0,0,1,4,9,2,0.61,147.05,0.01166,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/1/10,0,0,2,0,0,1,5,10,2,0.61,147.05,0.00963,0.07125,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/1/11,0,0,2,0,0,1,6,11,2,0.61,147.05,0.02104,0.028,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/1/12,0,0,1,0,0,1,0,12,3,0.61,147.05,0.01583,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/1/13,0,0,1,0,0,1,1,13,3,0.61,147.05,0.01371,0.20741,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/1/14,0,0,1,0,0,1,2,14,3,0.61,147.05,0.00794,0.04399,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/1/15,0,0,1,0,0,1,3,15,3,0.61,147.05,0.0173,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/1/16,0,0,1,0,0,1,4,16,3,0.61,147.05,0.0173,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/1/17,0,0,2,0,0,1,5,17,3,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/1/18,0,0,2,0,0,1,6,18,3,0.61,147.05,0.07355,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/1/19,0,0,1,0,0,1,0,19,4,0.61,147.05,0.03659,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/1/20,0,0,1,0,0,1,1,20,4,0.61,147.05,0.07355,0.32881,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/1/21,0,0,1,0,0,1,2,21,4,0.61,147.05,0.07355,0.32881,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/1/22,0,0,1,0,0,1,3,22,4,0.61,147.05,0.00862,0.10803,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/1/23,0,0,1,0,0,1,4,23,4,0.61,147.05,0.01028,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/1/24,0,0,2,0,0,1,5,24,4,0.61,147.05,0.01166,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/1/25,0,0,2,0,0,1,6,25,4,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/1/26,0,0,1,0,0,1,0,26,5,0.61,147.05,0.03739,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/1/27,0,0,1,0,0,1,1,27,5,0.61,147.05,0.03484,0.20741,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/1/28,0,0,1,0,0,1,2,28,5,0.61,147.05,0.01754,0.14284,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/1/29,0,0,1,0,0,1,3,29,5,0.61,147.05,0.03484,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/1/30,0,0,1,0,0,1,4,30,5,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/1/31,0,0,2,0,0,1,5,31,5,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/2/1,0,0,2,0,0,2,6,32,5,0.61,147.05,0.01754,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/2/2,0,0,1,0,0,2,0,33,6,0.61,147.05,0.00748,0.07125,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/2/3,0,0,1,0,0,2,1,34,6,0.61,147.05,0.01475,0.07125,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/2/4,0,0,1,0,0,2,2,35,6,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/2/5,0,0,1,0,0,2,3,36,6,0.61,147.05,0.0173,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/2/6,0,0,1,0,0,2,4,37,6,0.61,147.05,0.03739,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/2/7,0,0,2,0,0,2,5,38,6,0.61,147.05,0.07355,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/2/8,0,0,2,0,0,2,6,39,6,0.61,147.05,0.00423,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/2/9,0,0,1,0,0,2,0,40,7,0.61,147.05,0.03739,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/2/10,0,0,1,0,0,2,1,41,7,0.61,147.05,0.00985,0.14284,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/2/11,0,0,1,0,0,2,2,42,7,0.61,147.05,0.02233,0.07125,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/2/12,0,0,1,0,0,2,3,43,7,0.61,147.05,0.02233,0.07125,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/2/13,0,0,1,0,0,2,4,44,7,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/2/14,0,0,2,0,0,2,5,45,7,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/2/15,0,0,2,0.6,13,2,6,46,7,0.61,147.05,0.00147,0.01482,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/2/16,0,0,1,0.6,12,2,0,47,8,0.61,147.05,0.02313,0.10803,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/2/17,0,0,1,0.8,11,2,1,48,8,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/2/18,0,0,3,1,1,2,2,49,8,0.61,147.05,0.01371,0.20741,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/2/19,0,0,3,1,2,2,3,50,8,0.61,147.05,0.00985,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/2/20,0,0,3,1,3,2,4,51,8,0.61,147.05,0.03484,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/2/21,0,0,3,1,4,2,5,52,8,0.61,147.05,0.07355,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/2/22,0,0,3,1,5,2,6,53,8,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/2/23,0,0,3,1,6,2,0,54,9,0.61,147.05,0.00478,0.028,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/2/24,0,0,3,1,7,2,1,55,9,0.61,147.05,0.02705,0.20741,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/2/25,0,0,1,0.5,8,2,2,56,9,0.61,147.05,0.01601,0.20741,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/2/26,0,0,1,0.3,9,2,3,57,9,0.61,147.05,0.02478,0.10803,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/2/27,0,0,1,0.3,10,2,4,58,9,0.61,147.05,0.00202,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/2/28,0,0,1,0,0,2,5,59,9,0.61,147.05,0.02233,0.07125,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/3/1,0,0,2,0,0,3,6,60,9,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/3/2,0,0,1,0,0,3,0,61,10,0.61,147.05,0.01754,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/3/3,0,0,1,0,0,3,1,62,10,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/3/4,0,0,1,0,0,3,2,63,10,0.61,147.05,0.01754,0.14284,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/3/5,0,0,1,0,0,3,3,64,10,0.61,147.05,0.00423,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/3/6,0,0,1,0,0,3,4,65,10,0.61,147.05,0.07355,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/3/7,0,0,2,0,0,3,5,66,10,0.61,147.05,0.01475,0.07125,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/3/8,0,0,2,0,0,3,6,67,10,0.61,147.05,0.00138,0.00402,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/3/9,0,0,1,0,0,3,0,68,11,0.61,147.05,0.03659,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/3/10,0,0,1,0,0,3,1,69,11,0.61,147.05,0.02215,0.32881,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/3/11,0,0,1,0,0,3,2,70,11,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/3/12,0,0,1,0,0,3,3,71,11,0.61,147.05,0.00555,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/3/13,0,0,1,0,0,3,4,72,11,0.61,147.05,0.00985,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/3/14,0,0,2,0,0,3,5,73,11,0.61,147.05,0.07355,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/3/15,0,0,2,0,0,3,6,74,11,0.61,147.05,0.0173,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/3/16,0,0,1,0,0,3,0,75,12,0.61,147.05,0.01371,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/3/17,0,0,1,0,0,3,1,76,12,0.61,147.05,0.02432,0.10803,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/3/18,0,0,1,0,0,3,2,77,12,0.61,147.05,0.01583,0.14284,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/3/19,0,0,1,0,0,3,3,78,12,0.61,147.05,0.00592,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/3/20,0,0,1,0,0,3,4,79,12,0.61,147.05,0.02233,0.07125,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/3/21,0,0,2,0,0,3,5,80,12,0.61,147.05,0.02478,0.10803,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/3/22,0,0,2,0,0,3,6,81,12,0.61,147.05,0.03739,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/3/23,0,0,1,0,0,3,0,82,13,0.61,147.05,0.03484,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/3/24,1,1,1,0,0,3,1,83,13,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/3/25,0,0,1,0,0,3,2,84,13,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3113,31,2015/3/26,0,0,1,0,0,3,3,85,13,0.61,147.05,0.02313,0.10803,0,0.033333333,1,0,0,0,0,0,2,0,0.097207859
3113,31,2015/3/27,0,0,1,0,0,3,4,86,13,0.61,147.05,0.22891,0.32881,0,0.033333333,1,0,0,0,0,0,2,0,0.101344364
3113,31,2015/3/28,0,0,2,0,0,3,5,87,13,0.61,147.05,0.02432,0.10803,0,0.033333333,1,0,0,0,0,0,2,0,0.119958635
3113,31,2015/3/29,0,0,2,0,0,3,6,88,13,0.61,147.05,0.01754,0.14284,0,0.033333333,1,0,0,0,0,0,2,0,0.134436401
3113,31,2015/3/30,0,0,1,0,0,3,0,89,14,0.61,147.05,0.02705,0.20741,0,0.033333333,1,0,0,0,0,0,2,0,0.163391934
3113,31,2015/3/31,0,0,1,0,0,3,1,90,14,0.61,147.05,0.0173,0.20741,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.142709411
3113,31,2015/4/1,0,0,1,0.6,13,4,2,91,14,0.61,147.05,0.00724,0.14284,0,0.033333333,1,0,0,0,0,0,2,0.333333333,0.23991727
3114,31,2015/1/1,0,0,3,1,1,1,3,1,1,26.79,147.05,0.00595,0.04399,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.078651685,0.097207859
3114,31,2015/1/2,0,0,3,1,2,1,4,2,1,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.101344364
3114,31,2015/1/3,0,0,3,1,3,1,5,3,1,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.119958635
3114,31,2015/1/4,0,0,1,0.5,8,1,6,4,1,26.79,147.05,0.02104,0.028,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.134436401
3114,31,2015/1/5,1,0,1,0.3,9,1,0,5,2,26.79,147.05,0.02104,0.028,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.168539326,0.163391934
3114,31,2015/1/6,5,0,1,0.3,10,1,1,6,2,26.79,147.05,0.0173,0.20741,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.142709411
3114,31,2015/1/7,1,1,1,0,0,1,2,7,2,26.79,147.05,0.02104,0.028,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.292134831,0.23991727
3114,31,2015/1/8,1,0,1,0,0,1,3,8,2,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.078651685,0.097207859
3114,31,2015/1/9,1,0,1,0,0,1,4,9,2,26.79,147.05,0.02313,0.10803,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.101344364
3114,31,2015/1/10,4,0,2,0,0,1,5,10,2,26.79,147.05,0.03659,0.20741,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.119958635
3114,31,2015/1/11,0,0,2,0,0,1,6,11,2,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.134436401
3114,31,2015/1/12,1,0,1,0,0,1,0,12,3,26.79,147.05,0.01475,0.07125,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.168539326,0.163391934
3114,31,2015/1/13,1,0,1,0,0,1,1,13,3,26.79,147.05,0.00745,0.14284,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.142709411
3114,31,2015/1/14,1,0,1,0,0,1,2,14,3,26.79,147.05,0.0173,0.20741,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.292134831,0.23991727
3114,31,2015/1/15,0,0,1,0,0,1,3,15,3,26.79,147.05,0.02432,0.10803,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.078651685,0.097207859
3114,31,2015/1/16,1,1,1,0,0,1,4,16,3,26.79,147.05,0.02104,0.028,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.101344364
3114,31,2015/1/17,0,0,2,0,0,1,5,17,3,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.119958635
3114,31,2015/1/18,0,0,2,0,0,1,6,18,3,26.79,147.05,0.01028,0.14284,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.134436401
3114,31,2015/1/19,0,0,1,0,0,1,0,19,4,26.79,147.05,0.00423,0.14284,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.168539326,0.163391934
3114,31,2015/1/20,0,0,1,0,0,1,1,20,4,26.79,147.05,0.01475,0.07125,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.142709411
3114,31,2015/1/21,0,0,1,0,0,1,2,21,4,26.79,147.05,0.00748,0.07125,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.292134831,0.23991727
3114,31,2015/1/22,1,0,1,0,0,1,3,22,4,26.79,147.05,0.01583,0.14284,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.078651685,0.097207859
3114,31,2015/1/23,1,0,1,0,0,1,4,23,4,26.79,147.05,0.02478,0.10803,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.101344364
3114,31,2015/1/24,2,1,2,0,0,1,5,24,4,26.79,147.05,0.02215,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.119958635
3114,31,2015/1/25,0,0,2,0,0,1,6,25,4,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.134436401
3114,31,2015/1/26,0,0,1,0,0,1,0,26,5,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.168539326,0.163391934
3114,31,2015/1/27,0,0,1,0,0,1,1,27,5,26.79,147.05,0.00963,0.07125,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.142709411
3114,31,2015/1/28,1,1,1,0,0,1,2,28,5,26.79,147.05,0.02233,0.07125,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.292134831,0.23991727
3114,31,2015/1/29,0,0,1,0,0,1,3,29,5,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.078651685,0.097207859
3114,31,2015/1/30,0,0,1,0,0,1,4,30,5,26.79,147.05,0.01028,0.14284,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.101344364
3114,31,2015/1/31,1,0,2,0,0,1,5,31,5,26.79,147.05,0.00794,0.04399,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.119958635
3114,31,2015/2/1,1,0,2,0,0,2,6,32,5,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.134436401
3114,31,2015/2/2,1,1,1,0,0,2,0,33,6,26.79,147.05,0.0012,0.10803,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.168539326,0.163391934
3114,31,2015/2/3,2,1,1,0,0,2,1,34,6,26.79,147.05,0.00374,0.04399,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.142709411
3114,31,2015/2/4,0,0,1,0,0,2,2,35,6,26.79,147.05,0.03484,0.20741,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.292134831,0.23991727
3114,31,2015/2/5,0,0,1,0,0,2,3,36,6,26.79,147.05,0.02104,0.028,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.078651685,0.097207859
3114,31,2015/2/6,0,0,1,0,0,2,4,37,6,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.101344364
3114,31,2015/2/7,0,0,2,0,0,2,5,38,6,26.79,147.05,0.02233,0.07125,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.119958635
3114,31,2015/2/8,0,0,2,0,0,2,6,39,6,26.79,147.05,0.00748,0.07125,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.134436401
3114,31,2015/2/9,3,1,1,0,0,2,0,40,7,26.79,147.05,0.02104,0.028,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.168539326,0.163391934
3114,31,2015/2/10,0,0,1,0,0,2,1,41,7,26.79,147.05,0.00252,0.10803,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.142709411
3114,31,2015/2/11,0,0,1,0,0,2,2,42,7,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.292134831,0.23991727
3114,31,2015/2/12,2,0,1,0,0,2,3,43,7,26.79,147.05,0.07355,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.078651685,0.097207859
3114,31,2015/2/13,2,1,1,0,0,2,4,44,7,26.79,147.05,0.01754,0.14284,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.101344364
3114,31,2015/2/14,0,0,2,0,0,2,5,45,7,26.79,147.05,0.01475,0.07125,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.119958635
3114,31,2015/2/15,2,0,2,0.6,13,2,6,46,7,26.79,147.05,0.0173,0.20741,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.134436401
3114,31,2015/2/16,5,0,1,0.6,12,2,0,47,8,26.79,147.05,0.01754,0.14284,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.168539326,0.163391934
3114,31,2015/2/17,4,2,1,0.8,11,2,1,48,8,26.79,147.05,0.02233,0.07125,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.142709411
3114,31,2015/2/18,6,2,3,1,1,2,2,49,8,26.79,147.05,0.0034,0.01509,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.292134831,0.23991727
3114,31,2015/2/19,0,0,3,1,2,2,3,50,8,26.79,147.05,0.03739,0.20741,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.078651685,0.097207859
3114,31,2015/2/20,0,0,3,1,3,2,4,51,8,26.79,147.05,0.02478,0.10803,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.101344364
3114,31,2015/2/21,0,0,3,1,4,2,5,52,8,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.119958635
3114,31,2015/2/22,0,0,3,1,5,2,6,53,8,26.79,147.05,0.02313,0.10803,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.134436401
3114,31,2015/2/23,1,0,3,1,6,2,0,54,9,26.79,147.05,0.00138,0.02,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.168539326,0.163391934
3114,31,2015/2/24,0,0,3,1,7,2,1,55,9,26.79,147.05,0.02705,0.20741,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.142709411
3114,31,2015/2/25,2,0,1,0.5,8,2,2,56,9,26.79,147.05,0.00583,0.20741,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.292134831,0.23991727
3114,31,2015/2/26,0,0,1,0.3,9,2,3,57,9,26.79,147.05,0.00159,0.00402,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.078651685,0.097207859
3114,31,2015/2/27,0,0,1,0.3,10,2,4,58,9,26.79,147.05,0.22891,0.32881,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.101344364
3114,31,2015/2/28,1,1,1,0,0,2,5,59,9,26.79,147.05,0.0173,0.20741,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.134831461,0.119958635
3114,31,2015/3/1,2,0,2,0,0,3,6,60,9,26.79,147.05,0.01754,0.14284,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.08988764,0.134436401
3114,31,2015/3/2,0,0,1,0,0,3,0,61,10,26.79,147.05,0.02331,0.14284,0,1.033333333,6,0,0,0.838709677,6,0,2.296296296,0.168539326,0.163391934
