,Class,SaleDate,saleCount,dayOfWeek,parClass
3637,2104,2015-04-20,1,0,21
3638,2104,2015-04-21,1,1,21
3639,2104,2015-04-22,1,2,21
3640,2105,2015-01-01,4,3,21
3641,2105,2015-01-02,1,4,21
3642,2105,2015-01-03,3,5,21
3643,2105,2015-01-04,1,6,21
3644,2105,2015-01-05,1,0,21
3645,2105,2015-01-06,2,1,21
3646,2105,2015-01-08,1,3,21
3647,2105,2015-01-09,3,4,21
3648,2105,2015-01-10,4,5,21
3649,2105,2015-01-11,1,6,21
3650,2105,2015-01-12,1,0,21
3651,2105,2015-01-14,3,2,21
3652,2105,2015-01-16,1,4,21
3653,2105,2015-01-17,3,5,21
3654,2105,2015-01-19,3,0,21
3655,2105,2015-01-21,3,2,21
3656,2105,2015-01-22,4,3,21
3657,2105,2015-01-23,1,4,21
3658,2105,2015-01-25,3,6,21
3659,2105,2015-01-27,5,1,21
3660,2105,2015-01-28,2,2,21
3661,2105,2015-01-29,1,3,21
3662,2105,2015-01-30,1,4,21
3663,2105,2015-01-31,6,5,21
3664,2105,2015-02-01,1,6,21
3665,2105,2015-02-02,1,0,21
3666,2105,2015-02-03,3,1,21
3667,2105,2015-02-06,6,4,21
3668,2105,2015-02-07,3,5,21
3669,2105,2015-02-08,4,6,21
3670,2105,2015-02-09,10,0,21
3671,2105,2015-02-10,9,1,21
3672,2105,2015-02-11,15,2,21
3673,2105,2015-02-12,2,3,21
3674,2105,2015-02-13,6,4,21
3675,2105,2015-02-15,10,6,21
3676,2105,2015-02-16,14,0,21
3677,2105,2015-02-17,3,1,21
3678,2105,2015-02-18,6,2,21
3679,2105,2015-02-19,3,3,21
3680,2105,2015-02-20,1,4,21
3681,2105,2015-02-21,3,5,21
3682,2105,2015-02-24,3,1,21
3683,2105,2015-02-25,2,2,21
3684,2105,2015-03-02,1,0,21
3685,2105,2015-03-03,4,1,21
3686,2105,2015-03-04,1,2,21
3687,2105,2015-03-12,1,3,21
3688,2105,2015-03-14,2,5,21
3689,2105,2015-03-15,1,6,21
3690,2105,2015-03-16,4,0,21
3691,2105,2015-03-17,1,1,21
3692,2105,2015-03-21,5,5,21
3693,2105,2015-03-26,2,3,21
3694,2105,2015-03-27,3,4,21
3695,2105,2015-03-28,2,5,21
3696,2105,2015-04-01,2,2,21
3697,2105,2015-04-02,1,3,21
3698,2105,2015-04-03,4,4,21
3699,2105,2015-04-05,1,6,21
3700,2105,2015-04-06,1,0,21
3701,2105,2015-04-07,3,1,21
3702,2105,2015-04-08,2,2,21
3703,2105,2015-04-11,1,5,21
3704,2105,2015-04-13,1,0,21
3705,2105,2015-04-15,1,2,21
3706,2105,2015-04-17,2,4,21
3707,2105,2015-04-18,2,5,21
3708,2105,2015-04-19,2,6,21
3709,2105,2015-04-21,1,1,21
3710,2105,2015-04-23,1,3,21
3711,2105,2015-04-24,3,4,21
3712,2105,2015-04-26,1,6,21
3713,2105,2015-04-27,2,0,21
3714,2105,2015-04-28,1,1,21
3715,2105,2015-04-29,3,2,21
3716,2105,2015-04-30,1,3,21
3717,2106,2015-01-06,1,1,21
3718,2106,2015-01-08,1,3,21
3719,2106,2015-01-10,2,5,21
3720,2106,2015-01-11,1,6,21
3721,2106,2015-01-12,1,0,21
3722,2106,2015-01-15,1,3,21
3723,2106,2015-01-16,1,4,21
3724,2106,2015-01-20,1,1,21
3725,2106,2015-01-21,1,2,21
3726,2106,2015-01-22,1,3,21
3727,2106,2015-01-24,1,5,21
3728,2106,2015-01-25,1,6,21
3729,2106,2015-01-27,1,1,21
3730,2106,2015-01-31,1,5,21
3731,2106,2015-02-03,2,1,21
3732,2106,2015-02-08,1,6,21
3733,2106,2015-02-09,2,0,21
3734,2106,2015-02-10,1,1,21
3735,2106,2015-02-11,3,2,21
3736,2106,2015-02-13,2,4,21
3737,2106,2015-02-16,3,0,21
3738,2106,2015-02-17,3,1,21
3739,2106,2015-02-18,3,2,21
3740,2106,2015-02-19,1,3,21
3741,2106,2015-02-21,1,5,21
3742,2106,2015-02-24,1,1,21
3743,2106,2015-02-27,1,4,21
3744,2106,2015-03-05,1,3,21
3745,2106,2015-03-06,1,4,21
3746,2106,2015-03-11,1,2,21
3747,2106,2015-03-14,1,5,21
3748,2106,2015-03-15,1,6,21
3749,2106,2015-03-16,2,0,21
3750,2106,2015-03-18,1,2,21
3751,2106,2015-03-19,2,3,21
3752,2106,2015-03-21,1,5,21
3753,2106,2015-03-23,2,0,21
3754,2106,2015-03-26,1,3,21
3755,2106,2015-03-30,1,0,21
3756,2106,2015-04-01,1,2,21
3757,2106,2015-04-04,2,5,21
3758,2106,2015-04-06,2,0,21
3759,2106,2015-04-08,2,2,21
3760,2106,2015-04-10,1,4,21
3761,2106,2015-04-13,1,0,21
3762,2106,2015-04-14,1,1,21
3763,2106,2015-04-15,1,2,21
3764,2106,2015-04-20,1,0,21
3765,2106,2015-04-21,1,1,21
3766,2106,2015-04-23,1,3,21
3767,2106,2015-04-28,1,1,21
3768,2106,2015-04-30,1,3,21
3769,2107,2015-01-02,1,4,21
3770,2107,2015-01-16,2,4,21
3771,2107,2015-02-09,2,0,21
3772,2107,2015-02-13,6,4,21
3773,2107,2015-02-17,1,1,21
3774,2107,2015-02-18,1,2,21
3775,2107,2015-02-19,1,3,21
3776,2107,2015-03-20,1,4,21
3777,2107,2015-03-24,1,1,21
3778,2108,2015-04-08,1,2,21
3779,2108,2015-04-27,1,0,21
3780,2201,2015-01-01,14,3,22
3781,2201,2015-01-02,15,4,22
3782,2201,2015-01-03,13,5,22
3783,2201,2015-01-04,24,6,22
3784,2201,2015-01-05,9,0,22
3785,2201,2015-01-06,13,1,22
3786,2201,2015-01-07,22,2,22
3787,2201,2015-01-08,9,3,22
3788,2201,2015-01-09,13,4,22
3789,2201,2015-01-10,25,5,22
3790,2201,2015-01-11,17,6,22
3791,2201,2015-01-12,9,0,22
3792,2201,2015-01-13,18,1,22
3793,2201,2015-01-14,12,2,22
3794,2201,2015-01-15,24,3,22
3795,2201,2015-01-16,13,4,22
3796,2201,2015-01-17,18,5,22
3797,2201,2015-01-18,10,6,22
3798,2201,2015-01-19,19,0,22
3799,2201,2015-01-20,10,1,22
3800,2201,2015-01-21,18,2,22
3801,2201,2015-01-22,11,3,22
3802,2201,2015-01-23,18,4,22
3803,2201,2015-01-24,5,5,22
3804,2201,2015-01-25,16,6,22
3805,2201,2015-01-26,14,0,22
3806,2201,2015-01-27,20,1,22
3807,2201,2015-01-28,25,2,22
3808,2201,2015-01-29,18,3,22
3809,2201,2015-01-30,12,4,22
3810,2201,2015-01-31,22,5,22
3811,2201,2015-02-01,6,6,22
3812,2201,2015-02-02,12,0,22
3813,2201,2015-02-03,18,1,22
3814,2201,2015-02-05,3,3,22
3815,2201,2015-02-06,11,4,22
3816,2201,2015-02-07,11,5,22
3817,2201,2015-02-08,9,6,22
3818,2201,2015-02-09,15,0,22
3819,2201,2015-02-10,10,1,22
3820,2201,2015-02-11,22,2,22
3821,2201,2015-02-12,18,3,22
3822,2201,2015-02-13,18,4,22
3823,2201,2015-02-15,22,6,22
3824,2201,2015-02-16,32,0,22
3825,2201,2015-02-17,29,1,22
3826,2201,2015-02-18,24,2,22
3827,2201,2015-02-19,1,3,22
3828,2201,2015-02-20,6,4,22
3829,2201,2015-02-21,5,5,22
3830,2201,2015-02-22,11,6,22
3831,2201,2015-02-23,11,0,22
3832,2201,2015-02-24,10,1,22
3833,2201,2015-02-25,11,2,22
3834,2201,2015-02-26,13,3,22
3835,2201,2015-02-27,5,4,22
3836,2201,2015-02-28,16,5,22
3837,2201,2015-03-01,9,6,22
3838,2201,2015-03-02,3,0,22
3839,2201,2015-03-03,8,1,22
3840,2201,2015-03-04,22,2,22
3841,2201,2015-03-05,11,3,22
3842,2201,2015-03-06,12,4,22
3843,2201,2015-03-07,6,5,22
3844,2201,2015-03-08,9,6,22
3845,2201,2015-03-09,10,0,22
3846,2201,2015-03-10,14,1,22
3847,2201,2015-03-11,12,2,22
3848,2201,2015-03-12,16,3,22
3849,2201,2015-03-13,9,4,22
3850,2201,2015-03-14,17,5,22
3851,2201,2015-03-15,8,6,22
3852,2201,2015-03-16,19,0,22
3853,2201,2015-03-17,6,1,22
3854,2201,2015-03-18,18,2,22
3855,2201,2015-03-19,7,3,22
3856,2201,2015-03-20,12,4,22
3857,2201,2015-03-21,16,5,22
3858,2201,2015-03-22,18,6,22
3859,2201,2015-03-23,7,0,22
3860,2201,2015-03-24,13,1,22
3861,2201,2015-03-25,7,2,22
3862,2201,2015-03-26,20,3,22
3863,2201,2015-03-27,16,4,22
3864,2201,2015-03-28,21,5,22
3865,2201,2015-03-29,8,6,22
3866,2201,2015-03-30,18,0,22
3867,2201,2015-04-01,12,2,22
3868,2201,2015-04-02,8,3,22
3869,2201,2015-04-03,14,4,22
3870,2201,2015-04-04,40,5,22
3871,2201,2015-04-05,15,6,22
3872,2201,2015-04-06,11,0,22
3873,2201,2015-04-07,21,1,22
3874,2201,2015-04-08,13,2,22
3875,2201,2015-04-10,14,4,22
3876,2201,2015-04-11,14,5,22
3877,2201,2015-04-12,15,6,22
3878,2201,2015-04-13,8,0,22
3879,2201,2015-04-14,31,1,22
3880,2201,2015-04-15,18,2,22
3881,2201,2015-04-17,7,4,22
3882,2201,2015-04-18,27,5,22
3883,2201,2015-04-19,9,6,22
3884,2201,2015-04-20,7,0,22
3885,2201,2015-04-21,10,1,22
3886,2201,2015-04-22,16,2,22
3887,2201,2015-04-23,15,3,22
3888,2201,2015-04-24,6,4,22
3889,2201,2015-04-25,13,5,22
3890,2201,2015-04-26,10,6,22
3891,2201,2015-04-27,12,0,22
3892,2201,2015-04-28,5,1,22
3893,2201,2015-04-29,18,2,22
3894,2201,2015-04-30,13,3,22
3895,2202,2015-01-01,7,3,22
3896,2202,2015-01-02,8,4,22
3897,2202,2015-01-03,8,5,22
3898,2202,2015-01-04,14,6,22
3899,2202,2015-01-05,7,0,22
3900,2202,2015-01-06,10,1,22
3901,2202,2015-01-07,18,2,22
3902,2202,2015-01-08,22,3,22
3903,2202,2015-01-09,9,4,22
3904,2202,2015-01-10,9,5,22
3905,2202,2015-01-11,13,6,22
3906,2202,2015-01-12,4,0,22
3907,2202,2015-01-13,10,1,22
3908,2202,2015-01-14,17,2,22
3909,2202,2015-01-15,22,3,22
3910,2202,2015-01-16,14,4,22
3911,2202,2015-01-17,8,5,22
3912,2202,2015-01-18,13,6,22
3913,2202,2015-01-19,6,0,22
3914,2202,2015-01-20,15,1,22
3915,2202,2015-01-21,23,2,22
3916,2202,2015-01-22,11,3,22
3917,2202,2015-01-23,13,4,22
3918,2202,2015-01-24,10,5,22
3919,2202,2015-01-25,15,6,22
3920,2202,2015-01-26,16,0,22
3921,2202,2015-01-27,10,1,22
3922,2202,2015-01-28,27,2,22
3923,2202,2015-01-29,7,3,22
3924,2202,2015-01-30,11,4,22
3925,2202,2015-01-31,18,5,22
3926,2202,2015-02-01,14,6,22
3927,2202,2015-02-02,8,0,22
3928,2202,2015-02-03,20,1,22
3929,2202,2015-02-04,2,2,22
3930,2202,2015-02-05,24,3,22
3931,2202,2015-02-06,14,4,22
3932,2202,2015-02-07,10,5,22
3933,2202,2015-02-08,23,6,22
3934,2202,2015-02-09,20,0,22
3935,2202,2015-02-10,11,1,22
3936,2202,2015-02-11,24,2,22
3937,2202,2015-02-12,10,3,22
3938,2202,2015-02-13,21,4,22
3939,2202,2015-02-15,26,6,22
3940,2202,2015-02-16,36,0,22
3941,2202,2015-02-17,38,1,22
3942,2202,2015-02-18,48,2,22
3943,2202,2015-02-19,2,3,22
3944,2202,2015-02-20,2,4,22
3945,2202,2015-02-21,6,5,22
3946,2202,2015-02-22,6,6,22
3947,2202,2015-02-23,8,0,22
3948,2202,2015-02-24,10,1,22
3949,2202,2015-02-25,9,2,22
3950,2202,2015-02-26,5,3,22
3951,2202,2015-02-27,11,4,22
3952,2202,2015-02-28,8,5,22
3953,2202,2015-03-01,14,6,22
3954,2202,2015-03-02,14,0,22
3955,2202,2015-03-03,8,1,22
3956,2202,2015-03-04,16,2,22
3957,2202,2015-03-05,2,3,22
3958,2202,2015-03-06,14,4,22
3959,2202,2015-03-07,7,5,22
3960,2202,2015-03-08,13,6,22
3961,2202,2015-03-09,10,0,22
3962,2202,2015-03-10,7,1,22
3963,2202,2015-03-11,21,2,22
3964,2202,2015-03-12,12,3,22
3965,2202,2015-03-13,11,4,22
3966,2202,2015-03-14,18,5,22
3967,2202,2015-03-15,10,6,22
3968,2202,2015-03-16,13,0,22
3969,2202,2015-03-17,10,1,22
3970,2202,2015-03-18,21,2,22
3971,2202,2015-03-19,7,3,22
3972,2202,2015-03-20,6,4,22
3973,2202,2015-03-21,14,5,22
3974,2202,2015-03-22,11,6,22
3975,2202,2015-03-23,13,0,22
3976,2202,2015-03-24,9,1,22
3977,2202,2015-03-25,19,2,22
3978,2202,2015-03-26,16,3,22
3979,2202,2015-03-27,5,4,22
3980,2202,2015-03-28,12,5,22
3981,2202,2015-03-29,14,6,22
3982,2202,2015-03-30,20,0,22
3983,2202,2015-04-01,15,2,22
3984,2202,2015-04-02,8,3,22
3985,2202,2015-04-03,17,4,22
3986,2202,2015-04-04,17,5,22
3987,2202,2015-04-05,9,6,22
3988,2202,2015-04-06,2,0,22
3989,2202,2015-04-07,16,1,22
3990,2202,2015-04-08,16,2,22
3991,2202,2015-04-10,14,4,22
3992,2202,2015-04-11,13,5,22
3993,2202,2015-04-12,18,6,22
3994,2202,2015-04-13,15,0,22
3995,2202,2015-04-14,23,1,22
3996,2202,2015-04-15,21,2,22
3997,2202,2015-04-17,9,4,22
3998,2202,2015-04-18,34,5,22
3999,2202,2015-04-19,19,6,22
4000,2202,2015-04-20,13,0,22
4001,2202,2015-04-21,11,1,22
4002,2202,2015-04-22,23,2,22
4003,2202,2015-04-23,15,3,22
4004,2202,2015-04-24,14,4,22
4005,2202,2015-04-25,16,5,22
4006,2202,2015-04-26,14,6,22
4007,2202,2015-04-27,9,0,22
4008,2202,2015-04-28,7,1,22
4009,2202,2015-04-29,26,2,22
4010,2202,2015-04-30,23,3,22
4011,2203,2015-01-01,2,3,22
4012,2203,2015-01-02,12,4,22
4013,2203,2015-01-03,16,5,22
4014,2203,2015-01-04,4,6,22
4015,2203,2015-01-05,3,0,22
4016,2203,2015-01-06,12,1,22
4017,2203,2015-01-07,13,2,22
4018,2203,2015-01-08,6,3,22
4019,2203,2015-01-09,17,4,22
4020,2203,2015-01-10,28,5,22
4021,2203,2015-01-11,8,6,22
4022,2203,2015-01-12,11,0,22
4023,2203,2015-01-13,6,1,22
4024,2203,2015-01-14,15,2,22
4025,2203,2015-01-15,8,3,22
4026,2203,2015-01-16,17,4,22
4027,2203,2015-01-17,9,5,22
4028,2203,2015-01-18,17,6,22
4029,2203,2015-01-19,11,0,22
4030,2203,2015-01-20,11,1,22
4031,2203,2015-01-21,11,2,22
4032,2203,2015-01-22,9,3,22
4033,2203,2015-01-23,11,4,22
4034,2203,2015-01-24,9,5,22
4035,2203,2015-01-25,20,6,22
4036,2203,2015-01-26,3,0,22
4037,2203,2015-01-27,15,1,22
4038,2203,2015-01-28,21,2,22
4039,2203,2015-01-29,11,3,22
4040,2203,2015-01-30,6,4,22
4041,2203,2015-01-31,27,5,22
4042,2203,2015-02-01,11,6,22
4043,2203,2015-02-02,8,0,22
4044,2203,2015-02-03,26,1,22
4045,2203,2015-02-04,1,2,22
4046,2203,2015-02-05,8,3,22
4047,2203,2015-02-06,13,4,22
4048,2203,2015-02-07,16,5,22
4049,2203,2015-02-08,17,6,22
4050,2203,2015-02-09,21,0,22
4051,2203,2015-02-10,4,1,22
4052,2203,2015-02-11,26,2,22
4053,2203,2015-02-12,28,3,22
4054,2203,2015-02-13,33,4,22
4055,2203,2015-02-15,22,6,22
4056,2203,2015-02-16,45,0,22
4057,2203,2015-02-17,36,1,22
4058,2203,2015-02-18,65,2,22
4059,2203,2015-02-19,7,3,22
4060,2203,2015-02-20,9,4,22
4061,2203,2015-02-21,17,5,22
4062,2203,2015-02-22,14,6,22
4063,2203,2015-02-23,13,0,22
4064,2203,2015-02-24,8,1,22
4065,2203,2015-02-25,9,2,22
4066,2203,2015-02-26,13,3,22
4067,2203,2015-02-27,10,4,22
4068,2203,2015-02-28,12,5,22
4069,2203,2015-03-01,19,6,22
4070,2203,2015-03-02,3,0,22
4071,2203,2015-03-03,3,1,22
4072,2203,2015-03-04,12,2,22
4073,2203,2015-03-05,7,3,22
4074,2203,2015-03-06,15,4,22
4075,2203,2015-03-07,1,5,22
4076,2203,2015-03-08,5,6,22
4077,2203,2015-03-09,4,0,22
4078,2203,2015-03-10,8,1,22
4079,2203,2015-03-11,13,2,22
4080,2203,2015-03-12,7,3,22
4081,2203,2015-03-13,4,4,22
4082,2203,2015-03-14,13,5,22
4083,2203,2015-03-15,6,6,22
4084,2203,2015-03-16,12,0,22
4085,2203,2015-03-17,2,1,22
4086,2203,2015-03-18,15,2,22
4087,2203,2015-03-19,10,3,22
4088,2203,2015-03-20,3,4,22
4089,2203,2015-03-21,8,5,22
4090,2203,2015-03-22,20,6,22
4091,2203,2015-03-23,2,0,22
4092,2203,2015-03-24,2,1,22
4093,2203,2015-03-25,6,2,22
4094,2203,2015-03-26,7,3,22
4095,2203,2015-03-27,18,4,22
4096,2203,2015-03-28,17,5,22
4097,2203,2015-03-29,15,6,22
4098,2203,2015-03-30,10,0,22
4099,2203,2015-04-01,8,2,22
4100,2203,2015-04-02,4,3,22
4101,2203,2015-04-03,13,4,22
4102,2203,2015-04-04,40,5,22
4103,2203,2015-04-05,18,6,22
4104,2203,2015-04-06,11,0,22
4105,2203,2015-04-07,14,1,22
4106,2203,2015-04-08,17,2,22
4107,2203,2015-04-10,7,4,22
4108,2203,2015-04-11,15,5,22
4109,2203,2015-04-12,11,6,22
4110,2203,2015-04-13,2,0,22
4111,2203,2015-04-14,12,1,22
4112,2203,2015-04-15,21,2,22
4113,2203,2015-04-17,10,4,22
4114,2203,2015-04-18,25,5,22
4115,2203,2015-04-19,8,6,22
4116,2203,2015-04-20,4,0,22
4117,2203,2015-04-21,2,1,22
4118,2203,2015-04-22,17,2,22
4119,2203,2015-04-23,10,3,22
4120,2203,2015-04-24,8,4,22
4121,2203,2015-04-25,10,5,22
4122,2203,2015-04-26,4,6,22
4123,2203,2015-04-27,6,0,22
4124,2203,2015-04-28,7,1,22
4125,2203,2015-04-29,15,2,22
4126,2203,2015-04-30,13,3,22
4127,2204,2015-01-01,4,3,22
4128,2204,2015-01-02,6,4,22
4129,2204,2015-01-03,2,5,22
4130,2204,2015-01-04,8,6,22
4131,2204,2015-01-05,6,0,22
4132,2204,2015-01-06,5,1,22
4133,2204,2015-01-07,2,2,22
4134,2204,2015-01-08,4,3,22
4135,2204,2015-01-09,3,4,22
4136,2204,2015-01-10,4,5,22
4137,2204,2015-01-11,3,6,22
4138,2204,2015-01-12,4,0,22
4139,2204,2015-01-13,2,1,22
4140,2204,2015-01-14,5,2,22
4141,2204,2015-01-16,4,4,22
4142,2204,2015-01-17,3,5,22
4143,2204,2015-01-18,3,6,22
4144,2204,2015-01-19,9,0,22
4145,2204,2015-01-20,6,1,22
4146,2204,2015-01-21,10,2,22
4147,2204,2015-01-22,4,3,22
4148,2204,2015-01-23,3,4,22
4149,2204,2015-01-24,2,5,22
4150,2204,2015-01-25,5,6,22
4151,2204,2015-01-26,3,0,22
4152,2204,2015-01-27,5,1,22
4153,2204,2015-01-28,15,2,22
4154,2204,2015-01-29,5,3,22
4155,2204,2015-01-30,4,4,22
4156,2204,2015-01-31,6,5,22
4157,2204,2015-02-01,3,6,22
4158,2204,2015-02-02,3,0,22
4159,2204,2015-02-03,4,1,22
4160,2204,2015-02-05,2,3,22
4161,2204,2015-02-06,8,4,22
4162,2204,2015-02-07,9,5,22
4163,2204,2015-02-08,5,6,22
4164,2204,2015-02-09,13,0,22
4165,2204,2015-02-10,2,1,22
4166,2204,2015-02-11,1,2,22
4167,2204,2015-02-12,4,3,22
4168,2204,2015-02-13,7,4,22
4169,2204,2015-02-15,9,6,22
4170,2204,2015-02-16,18,0,22
4171,2204,2015-02-17,13,1,22
4172,2204,2015-02-18,27,2,22
4173,2204,2015-02-19,1,3,22
4174,2204,2015-02-20,1,4,22
4175,2204,2015-02-21,1,5,22
4176,2204,2015-02-22,3,6,22
4177,2204,2015-02-23,6,0,22
4178,2204,2015-02-24,3,1,22
4179,2204,2015-02-25,7,2,22
4180,2204,2015-02-27,5,4,22
4181,2204,2015-02-28,6,5,22
4182,2204,2015-03-01,1,6,22
4183,2204,2015-03-02,1,0,22
4184,2204,2015-03-03,5,1,22
4185,2204,2015-03-04,9,2,22
4186,2204,2015-03-05,1,3,22
4187,2204,2015-03-06,3,4,22
4188,2204,2015-03-07,6,5,22
4189,2204,2015-03-08,3,6,22
4190,2204,2015-03-09,4,0,22
4191,2204,2015-03-10,7,1,22
4192,2204,2015-03-11,6,2,22
4193,2204,2015-03-12,1,3,22
4194,2204,2015-03-13,6,4,22
4195,2204,2015-03-14,3,5,22
4196,2204,2015-03-15,5,6,22
4197,2204,2015-03-17,1,1,22
4198,2204,2015-03-18,8,2,22
4199,2204,2015-03-20,3,4,22
4200,2204,2015-03-21,9,5,22
4201,2204,2015-03-22,1,6,22
4202,2204,2015-03-23,2,0,22
4203,2204,2015-03-24,8,1,22
4204,2204,2015-03-25,13,2,22
4205,2204,2015-03-26,4,3,22
4206,2204,2015-03-27,5,4,22
4207,2204,2015-03-28,4,5,22
4208,2204,2015-03-29,2,6,22
4209,2204,2015-03-30,7,0,22
4210,2204,2015-04-01,13,2,22
4211,2204,2015-04-02,2,3,22
4212,2204,2015-04-03,10,4,22
4213,2204,2015-04-04,8,5,22
4214,2204,2015-04-05,9,6,22
4215,2204,2015-04-06,6,0,22
4216,2204,2015-04-07,17,1,22
4217,2204,2015-04-08,5,2,22
4218,2204,2015-04-10,9,4,22
4219,2204,2015-04-11,6,5,22
4220,2204,2015-04-12,8,6,22
4221,2204,2015-04-13,8,0,22
4222,2204,2015-04-14,3,1,22
4223,2204,2015-04-15,7,2,22
4224,2204,2015-04-17,3,4,22
4225,2204,2015-04-18,5,5,22
4226,2204,2015-04-19,5,6,22
4227,2204,2015-04-20,3,0,22
4228,2204,2015-04-21,4,1,22
4229,2204,2015-04-22,11,2,22
4230,2204,2015-04-23,8,3,22
4231,2204,2015-04-24,2,4,22
4232,2204,2015-04-25,4,5,22
4233,2204,2015-04-26,4,6,22
4234,2204,2015-04-27,3,0,22
4235,2204,2015-04-28,1,1,22
4236,2204,2015-04-29,10,2,22
4237,2204,2015-04-30,6,3,22
4238,2205,2015-01-01,4,3,22
4239,2205,2015-01-02,7,4,22
4240,2205,2015-01-03,11,5,22
4241,2205,2015-01-04,13,6,22
4242,2205,2015-01-05,6,0,22
4243,2205,2015-01-06,10,1,22
4244,2205,2015-01-07,15,2,22
4245,2205,2015-01-08,8,3,22
4246,2205,2015-01-09,12,4,22
4247,2205,2015-01-10,6,5,22
4248,2205,2015-01-11,13,6,22
4249,2205,2015-01-12,5,0,22
4250,2205,2015-01-13,13,1,22
4251,2205,2015-01-14,10,2,22
4252,2205,2015-01-15,15,3,22
4253,2205,2015-01-16,17,4,22
4254,2205,2015-01-17,8,5,22
4255,2205,2015-01-18,9,6,22
4256,2205,2015-01-19,12,0,22
4257,2205,2015-01-20,10,1,22
4258,2205,2015-01-21,22,2,22
4259,2205,2015-01-22,7,3,22
4260,2205,2015-01-23,9,4,22
4261,2205,2015-01-24,5,5,22
4262,2205,2015-01-25,10,6,22
4263,2205,2015-01-26,14,0,22
4264,2205,2015-01-27,5,1,22
4265,2205,2015-01-28,14,2,22
4266,2205,2015-01-29,7,3,22
4267,2205,2015-01-30,10,4,22
4268,2205,2015-01-31,13,5,22
4269,2205,2015-02-01,13,6,22
4270,2205,2015-02-02,8,0,22
4271,2205,2015-02-03,12,1,22
4272,2205,2015-02-04,1,2,22
4273,2205,2015-02-05,3,3,22
4274,2205,2015-02-06,6,4,22
4275,2205,2015-02-07,9,5,22
4276,2205,2015-02-08,6,6,22
4277,2205,2015-02-09,12,0,22
4278,2205,2015-02-10,7,1,22
4279,2205,2015-02-11,10,2,22
4280,2205,2015-02-12,14,3,22
4281,2205,2015-02-13,18,4,22
4282,2205,2015-02-15,21,6,22
4283,2205,2015-02-16,25,0,22
4284,2205,2015-02-17,39,1,22
4285,2205,2015-02-18,55,2,22
4286,2205,2015-02-19,1,3,22
4287,2205,2015-02-20,3,4,22
4288,2205,2015-02-21,5,5,22
4289,2205,2015-02-22,12,6,22
4290,2205,2015-02-23,3,0,22
4291,2205,2015-02-24,9,1,22
4292,2205,2015-02-25,10,2,22
4293,2205,2015-02-26,2,3,22
4294,2205,2015-02-27,3,4,22
4295,2205,2015-02-28,8,5,22
4296,2205,2015-03-01,6,6,22
4297,2205,2015-03-02,10,0,22
4298,2205,2015-03-03,2,1,22
4299,2205,2015-03-04,19,2,22
4300,2205,2015-03-05,2,3,22
4301,2205,2015-03-06,2,4,22
4302,2205,2015-03-07,6,5,22
4303,2205,2015-03-08,12,6,22
4304,2205,2015-03-09,7,0,22
4305,2205,2015-03-10,2,1,22
4306,2205,2015-03-11,6,2,22
4307,2205,2015-03-12,7,3,22
4308,2205,2015-03-13,24,4,22
4309,2205,2015-03-14,8,5,22
4310,2205,2015-03-15,15,6,22
4311,2205,2015-03-16,8,0,22
4312,2205,2015-03-17,6,1,22
4313,2205,2015-03-18,13,2,22
4314,2205,2015-03-19,4,3,22
4315,2205,2015-03-20,10,4,22
4316,2205,2015-03-21,8,5,22
4317,2205,2015-03-22,7,6,22
4318,2205,2015-03-23,8,0,22
4319,2205,2015-03-24,8,1,22
4320,2205,2015-03-25,7,2,22
4321,2205,2015-03-26,8,3,22
4322,2205,2015-03-27,6,4,22
4323,2205,2015-03-28,3,5,22
4324,2205,2015-03-29,6,6,22
4325,2205,2015-03-30,6,0,22
4326,2205,2015-04-01,11,2,22
4327,2205,2015-04-02,6,3,22
4328,2205,2015-04-03,13,4,22
4329,2205,2015-04-04,12,5,22
4330,2205,2015-04-05,9,6,22
4331,2205,2015-04-06,5,0,22
4332,2205,2015-04-07,7,1,22
4333,2205,2015-04-08,8,2,22
4334,2205,2015-04-10,5,4,22
4335,2205,2015-04-11,6,5,22
4336,2205,2015-04-12,9,6,22
4337,2205,2015-04-13,12,0,22
4338,2205,2015-04-14,14,1,22
4339,2205,2015-04-15,11,2,22
4340,2205,2015-04-17,12,4,22
4341,2205,2015-04-18,5,5,22
4342,2205,2015-04-19,5,6,22
4343,2205,2015-04-20,2,0,22
4344,2205,2015-04-21,5,1,22
4345,2205,2015-04-22,14,2,22
4346,2205,2015-04-23,5,3,22
4347,2205,2015-04-24,8,4,22
4348,2205,2015-04-25,6,5,22
4349,2205,2015-04-26,4,6,22
4350,2205,2015-04-27,2,0,22
4351,2205,2015-04-28,3,1,22
4352,2205,2015-04-29,6,2,22
4353,2205,2015-04-30,9,3,22
4354,2206,2015-01-01,5,3,22
4355,2206,2015-01-02,7,4,22
4356,2206,2015-01-03,5,5,22
4357,2206,2015-01-04,9,6,22
4358,2206,2015-01-05,4,0,22
4359,2206,2015-01-06,3,1,22
4360,2206,2015-01-07,2,2,22
4361,2206,2015-01-08,4,3,22
4362,2206,2015-01-09,15,4,22
4363,2206,2015-01-10,5,5,22
4364,2206,2015-01-11,11,6,22
4365,2206,2015-01-12,2,0,22
4366,2206,2015-01-13,11,1,22
4367,2206,2015-01-14,5,2,22
4368,2206,2015-01-15,7,3,22
4369,2206,2015-01-16,13,4,22
4370,2206,2015-01-17,8,5,22
4371,2206,2015-01-18,8,6,22
