编码,日期,销量
33,20150505.0,0
33,20150506.0,2
33,20150507.0,1
33,20150508.0,2
33,20150509.0,1
33,20150510.0,2
33,20150511.0,2
33,20150512.0,1
33,20150513.0,2
33,20150514.0,1
33,20150515.0,2
33,20150516.0,1
33,20150517.0,2
33,20150518.0,2
33,20150519.0,1
33,20150520.0,2
33,20150521.0,1
33,20150522.0,2
33,20150523.0,1
33,20150524.0,2
33,20150525.0,1
33,20150526.0,1
33,20150527.0,2
33,20150528.0,1
33,20150529.0,2
33,20150530.0,1
34,20150501.0,2
34,20150502.0,1
34,20150503.0,0
34,20150504.0,2
34,20150505.0,2
34,20150506.0,3
34,20150507.0,1
34,20150508.0,2
34,20150509.0,2
34,20150510.0,2
34,20150511.0,2
34,20150512.0,2
34,20150513.0,3
34,20150514.0,1
34,20150515.0,2
34,20150516.0,2
34,20150517.0,2
34,20150518.0,2
34,20150519.0,2
34,20150520.0,3
34,20150521.0,1
34,20150522.0,2
34,20150523.0,2
34,20150524.0,2
34,20150525.0,2
34,20150526.0,2
34,20150527.0,3
34,20150528.0,1
34,20150529.0,2
34,20150530.0,2
